Vulnerabilities,Artifacts,VUL_Functions
CVE-2021-22696,org.apache.cxf:cxf-rt-rs-security-oauth2:3.4.2,"org.apache.cxf.rs.security.oauth2.grants.code.JwtRequestCodeFilter:isRequestUriValid(org.apache.cxf.rs.security.oauth2.common.Client,java.lang.String);org.apache.cxf.rs.security.oauth2.grants.code.JwtRequestCodeFilter:process(javax.ws.rs.core.MultivaluedMap,org.apache.cxf.rs.security.oauth2.common.UserSubject,org.apache.cxf.rs.security.oauth2.common.Client)"
CVE-2014-7810,org.apache.tomcat:jasper:6.0.29,org.apache.jasper.security.SecurityClassLoad:securityClassLoad(java.lang.ClassLoader)
CVE-2021-22097,org.springframework.amqp:spring-amqp:2.3.9,org.springframework.amqp.core.Message:getBodyContentAsString()
CVE-2014-8152,org.apache.santuario:xmlsec:2.0.1,org.apache.xml.security.stax.impl.processor.input.XMLSecurityInputProcessor:processNextEvent(org.apache.xml.security.stax.ext.InputProcessorChain);org.apache.xml.security.stax.impl.InputProcessorChainImpl:createSubChain(org.apache.xml.security.stax.ext.InputProcessor)
CVE-2011-3376,org.apache.tomcat.embed:tomcat-embed-core:7.0.19,org.apache.catalina.core.DefaultInstanceManager:checkAccess(java.lang.Class)
CVE-2010-4172,org.apache.tomcat:tomcat-catalina:7.0.0,org.apache.catalina.manager.JspHelper:localeToString(java.util.Locale)
CVE-2017-7656,org.eclipse.jetty:jetty-http:9.2.14.v20151106,"org.eclipse.jetty.http.HttpParser:handleKnownHeaders(java.nio.ByteBuffer);org.eclipse.jetty.http.HttpParser:reset();org.eclipse.jetty.http.HttpParser$BadMessageException:<init>(int,java.lang.String);org.eclipse.jetty.http.HttpParser:quickStart(java.nio.ByteBuffer);org.eclipse.jetty.http.HttpParser:parseLine(java.nio.ByteBuffer);org.eclipse.jetty.http.HttpParser:parseContent(java.nio.ByteBuffer)"
CVE-2021-37136,io.netty:netty-codec:4.1.5.Final,"io.netty.handler.codec.compression.Snappy:decode(io.netty.buffer.ByteBuf,io.netty.buffer.ByteBuf);io.netty.handler.codec.compression.SnappyFrameDecoder:decode(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List);io.netty.handler.codec.compression.Snappy:reset()"
CVE-2018-1296,org.apache.hadoop:hadoop-hdfs:2.6.0,"org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$ReplicationWork:chooseTargets(org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicy,org.apache.hadoop.hdfs.server.blockmanagement.BlockStoragePolicySuite,java.util.Set);org.apache.hadoop.hdfs.server.blockmanagement.BlockManager:computeReplicationWorkForBlocks(java.util.List);org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$ReplicationWork:<init>(org.apache.hadoop.hdfs.protocol.Block,org.apache.hadoop.hdfs.server.blockmanagement.BlockCollection,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor,java.util.List,java.util.List,int,int)"
CVE-2016-4431,org.apache.struts.xwork:xwork-core:2.3.16.3,"com.opensymphony.xwork2.ognl.OgnlUtil:setValue(java.lang.String,java.util.Map,java.lang.Object,java.lang.Object);com.opensymphony.xwork2.DefaultActionInvocation:invokeAction(java.lang.Object,com.opensymphony.xwork2.config.entities.ActionConfig)"
CVE-2018-17197,org.apache.tika:tika-parsers:1.18,"org.apache.tika.parser.jdbc.JDBCTableReader:<init>(java.sql.Connection,java.lang.String,org.apache.tika.parser.ParseContext);org.apache.tika.parser.jdbc.AbstractDBParser:parse(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,org.apache.tika.parser.ParseContext);org.apache.tika.parser.jdbc.SQLite3TableReader:<init>(java.sql.Connection,java.lang.String,org.apache.tika.parser.ParseContext);org.apache.tika.parser.jdbc.SQLite3DBParser:getTableReader(java.sql.Connection,java.lang.String,org.apache.tika.parser.ParseContext)"
CVE-2013-1879,org.apache.activemq:activemq-client:5.8.0,"org.apache.activemq.broker.scheduler.CronParser:getNextScheduledTime(java.lang.String,long)"
CVE-2015-1169,org.jasig.cas:cas-server-support-ldap:3.5.2,"org.jasig.cas.util.LdapUtils:getFilterWithValues(java.lang.String,java.lang.String)"
CVE-2016-3092,commons-fileupload:commons-fileupload:1.3.1,"org.apache.commons.fileupload.MultipartStream:<init>(java.io.InputStream,byte[],int,org.apache.commons.fileupload.MultipartStream$ProgressNotifier);org.apache.commons.fileupload.MultipartStream:<init>(java.io.InputStream,byte[],int,org.apache.commons.fileupload.MultipartStream$ProgressNotifier)"
CVE-2022-0265,com.hazelcast:hazelcast:5.0.2,"com.hazelcast.internal.util.XmlUtil:setProperty(javax.xml.validation.SchemaFactory,java.lang.String);com.hazelcast.internal.util.XmlUtil:getNsAwareDocumentBuilderFactory();com.hazelcast.internal.config.AbstractXmlConfigRootTagRecognizer:<init>(java.lang.String);com.hazelcast.internal.util.XmlUtil:setFeature(javax.xml.parsers.DocumentBuilderFactory,java.lang.String);com.hazelcast.internal.util.XmlUtil:setAttribute(javax.xml.transform.TransformerFactory,java.lang.String)"
CVE-2020-11002,io.dropwizard:dropwizard-validation:2.0.2,"io.dropwizard.validation.selfvalidating.ViolationCollector:addViolation(java.lang.String,java.lang.String,java.lang.String);io.dropwizard.validation.selfvalidating.ViolationCollector:escapeEl(java.lang.String);io.dropwizard.validation.selfvalidating.ViolationCollector:getContext();io.dropwizard.validation.selfvalidating.SelfValidatingValidator:initialize(io.dropwizard.validation.selfvalidating.SelfValidating);io.dropwizard.validation.selfvalidating.ViolationCollector:addViolation(java.lang.String);io.dropwizard.validation.selfvalidating.ViolationCollector:addViolation(java.lang.String,java.lang.Integer,java.lang.String);io.dropwizard.validation.selfvalidating.ViolationCollector:<init>(javax.validation.ConstraintValidatorContext);io.dropwizard.validation.selfvalidating.ViolationCollector:addViolation(java.lang.String,java.lang.String);io.dropwizard.validation.selfvalidating.SelfValidatingValidator:isValid(java.lang.Object,javax.validation.ConstraintValidatorContext)"
CVE-2017-12611,org.apache.struts:struts2-core:2.3.16.3,org.apache.struts2.views.freemarker.FreemarkerManager:createConfiguration(javax.servlet.ServletContext)
CVE-2014-3577,org.apache.httpcomponents:httpclient:4.2.5,org.apache.http.conn.ssl.AbstractVerifier:getCNs(java.security.cert.X509Certificate)
CVE-2020-7238,io.netty:netty-codec-http:4.1.43.Final,io.netty.handler.codec.http.HttpObjectDecoder:readHeaders(io.netty.buffer.ByteBuf)
CVE-2015-3158,org.picketlink:picketlink-tomcat-common:2.7.0.Final,"org.picketlink.identity.federation.bindings.tomcat.idp.AbstractIDPValve:invoke(org.apache.catalina.connector.Request,org.apache.catalina.connector.Response)"
CVE-2013-4590,org.apache.tomcat:tomcat-jasper:7.0.42,"org.apache.jasper.compiler.ImplicitTagLibraryInfo:<init>(org.apache.jasper.JspCompilationContext,org.apache.jasper.compiler.ParserController,org.apache.jasper.compiler.PageInfo,java.lang.String,java.lang.String,org.apache.jasper.compiler.ErrorDispatcher);org.apache.jasper.compiler.JspDocumentParser:<init>(org.apache.jasper.compiler.ParserController,java.lang.String,boolean,boolean);org.apache.jasper.JspC:setArgs(java.lang.String[]);org.apache.jasper.compiler.TagPluginManager:init(org.apache.jasper.compiler.ErrorDispatcher)"
CVE-2017-13098,org.bouncycastle:bctls-jdk15on:1.57,"org.bouncycastle.tls.crypto.impl.jcajce.JceDefaultTlsCredentialedDecryptor:safeDecryptPreMasterSecret(org.bouncycastle.tls.crypto.TlsCryptoParameters,java.security.PrivateKey,byte[])"
CVE-2020-7692,com.google.oauth-client:google-oauth-client:1.23.0,com.google.api.client.auth.oauth2.AuthorizationCodeFlow:newAuthorizationUrl();com.google.api.client.auth.oauth2.AuthorizationCodeFlow:<init>(com.google.api.client.auth.oauth2.AuthorizationCodeFlow$Builder);com.google.api.client.auth.oauth2.AuthorizationCodeFlow:newTokenRequest(java.lang.String)
CVE-2014-0114,commons-beanutils:commons-beanutils:1.9.3,org.apache.commons.beanutils.PropertyUtilsBean:resetBeanIntrospectors()
CVE-2020-36320,com.vaadin:vaadin-server:7.7.3,com.vaadin.data.validator.EmailValidator:<init>(java.lang.String)
CVE-2020-10714,org.wildfly.security:wildfly-elytron:1.1.0.Final,org.wildfly.security.http.impl.FormAuthenticationMechanism:evaluateRequest(org.wildfly.security.http.HttpServerRequest)
CVE-2013-5960,org.owasp.esapi:esapi:2.1.0.1,"org.owasp.esapi.codecs.PercentCodec:encodeCharacter(char[],java.lang.Character)"
CVE-2018-8010,org.apache.solr:solr-core:6.3.0,"org.apache.solr.util.SystemIdResolver:resolveEntity(java.lang.String,java.lang.String,java.lang.String,java.lang.String)"
CVE-2020-1714,org.keycloak:keycloak-common:4.8.3.Final,org.keycloak.common.util.KerberosSerializationUtils:deserializeCredential(java.lang.String)
CVE-2020-9487,org.apache.nifi:nifi-web-security:1.11.4,"org.apache.nifi.web.security.otp.OtpService:generateDownloadToken(org.apache.nifi.web.security.token.OtpAuthenticationToken);org.apache.nifi.web.security.otp.OtpService:getAuthenticationFromUiExtensionToken(java.lang.String);org.apache.nifi.web.security.otp.OtpService:getAuthenticationFromDownloadToken(java.lang.String);org.apache.nifi.web.security.otp.OtpService:generateToken(java.util.concurrent.ConcurrentMap,org.apache.nifi.web.security.token.OtpAuthenticationToken);org.apache.nifi.web.security.otp.OtpService:generateUiExtensionToken(org.apache.nifi.web.security.token.OtpAuthenticationToken);org.apache.nifi.web.security.otp.OtpService:getAuthenticationFromToken(java.util.concurrent.ConcurrentMap,java.lang.String);org.apache.nifi.web.security.otp.OtpService:<init>(int,java.util.concurrent.TimeUnit)"
CVE-2016-6797,org.apache.tomcat:tomcat-catalina:9.0.0.M9,"org.apache.catalina.core.NamingContextListener:removeResourceLink(java.lang.String);org.apache.catalina.core.NamingContextListener:lifecycleEvent(org.apache.catalina.LifecycleEvent);org.apache.catalina.core.NamingContextListener:processGlobalResourcesChange(java.lang.String,java.lang.Object,java.lang.Object);org.apache.catalina.core.NamingContextListener:addResource(org.apache.tomcat.util.descriptor.web.ContextResource);org.apache.catalina.core.NamingContextListener:addService(org.apache.tomcat.util.descriptor.web.ContextService);org.apache.catalina.core.NamingContextListener:createNamingContext();org.apache.catalina.core.NamingContextListener:createObjectName(org.apache.tomcat.util.descriptor.web.ContextResource);org.apache.catalina.core.NamingContextListener:containerEvent(org.apache.catalina.ContainerEvent);org.apache.catalina.core.NamingContextListener:addResourceLink(org.apache.tomcat.util.descriptor.web.ContextResourceLink);org.apache.naming.factory.ResourceLinkFactory:getObjectInstance(java.lang.Object,javax.naming.Name,javax.naming.Context,java.util.Hashtable)"
CVE-2020-17518,org.apache.flink:flink-runtime_2.12:1.10.1,"org.apache.flink.runtime.rest.FileUploadHandler:channelRead0(org.apache.flink.shaded.netty4.io.netty.channel.ChannelHandlerContext,org.apache.flink.shaded.netty4.io.netty.handler.codec.http.HttpObject)"
CVE-2015-7521,org.apache.hive:hive-exec:1.2.1,"org.apache.hadoop.hive.ql.Driver:doAuthorization(org.apache.hadoop.hive.ql.parse.BaseSemanticAnalyzer,java.lang.String);org.apache.hadoop.hive.ql.Driver:getHivePrivObjects(java.util.HashSet,java.util.Map);org.apache.hadoop.hive.ql.Driver:doAuthorizationV2(org.apache.hadoop.hive.ql.session.SessionState,org.apache.hadoop.hive.ql.plan.HiveOperation,java.util.HashSet,java.util.HashSet,java.lang.String,java.util.Map,java.util.Map)"
CVE-2020-13954,org.apache.cxf:cxf-rt-transports-http:3.4.0,"org.apache.cxf.transport.servlet.servicelist.FormattedServiceListWriter:<init>(java.lang.String,java.lang.String,boolean,org.apache.cxf.Bus)"
CVE-2018-15758,org.springframework.security.oauth:spring-security-oauth2:2.1.0.RELEASE,"org.springframework.security.oauth2.provider.endpoint.AuthorizationEndpoint:getAuthorizationRequestForError(org.springframework.web.context.request.ServletWebRequest);org.springframework.security.oauth2.provider.endpoint.AuthorizationEndpoint:authorize(java.util.Map,java.util.Map,org.springframework.web.bind.support.SessionStatus,java.security.Principal);org.springframework.security.oauth2.provider.endpoint.AuthorizationEndpoint:approveOrDeny(java.util.Map,java.util.Map,org.springframework.web.bind.support.SessionStatus,java.security.Principal)"
CVE-2020-1758,org.keycloak:keycloak-services:9.0.2,"org.keycloak.email.DefaultEmailSenderProvider:send(java.util.Map,org.keycloak.models.UserModel,java.lang.String,java.lang.String,java.lang.String);org.keycloak.email.DefaultEmailSenderProvider:setupTruststore(java.util.Properties)"
CVE-2020-5404,io.projectreactor.netty:reactor-netty:0.8.4.RELEASE,"reactor.netty.http.client.HttpClient:followRedirect(boolean);reactor.netty.http.client.HttpClientConnect$HttpClientHandler:requestWithBody(reactor.netty.http.client.HttpClientOperations);reactor.netty.http.HttpOperations:markSentHeaderAndBody();reactor.netty.http.client.HttpClientOperations:sendObject(org.reactivestreams.Publisher);reactor.netty.http.server.HttpServerOperations:preSendHeadersAndStatus();reactor.netty.http.client.HttpClient:followRedirect(java.util.function.BiPredicate);reactor.netty.http.client.HttpClientConfiguration:<init>(reactor.netty.http.client.HttpClientConfiguration);reactor.netty.http.HttpOperations:markSentHeaders();reactor.netty.http.HttpOperations:then();reactor.netty.http.client.HttpClientConfiguration:followRedirectPredicate(io.netty.bootstrap.Bootstrap,java.util.function.BiPredicate);reactor.netty.http.client.HttpClientConnect$HttpClientHandler:<init>(reactor.netty.http.client.HttpClientConfiguration,java.net.SocketAddress,reactor.netty.tcp.SslProvider,reactor.netty.tcp.ProxyProvider);reactor.netty.http.HttpOperations:preSendHeadersAndStatus()"
CVE-2021-29262,org.apache.solr:solr-core:7.4.0,org.apache.solr.cloud.ZkController:createClusterZkNodes(org.apache.solr.common.cloud.SolrZkClient)
CVE-2015-6524,org.apache.activemq:activemq-jaas:5.5.1,"org.apache.activemq.jaas.LDAPLoginModule:authenticate(java.lang.String,java.lang.String);org.apache.activemq.jaas.LDAPLoginModule:open();org.apache.activemq.jaas.LDAPLoginModule:isLoginPropertySet(java.lang.String)"
CVE-2017-9794,org.apache.geode:geode-core:1.2.0,"org.apache.geode.management.internal.cli.functions.DataCommandFunction$SelectQuitStep:<init>(java.lang.Object[]);org.apache.geode.management.internal.cli.functions.DataCommandFunction$SelectExecStep:addLimit(java.lang.String);org.apache.geode.management.internal.cli.functions.DataCommandFunction$SelectDisplayStep:exec();org.apache.geode.management.internal.cli.functions.DataCommandFunction$SelectExecStep:<init>(java.lang.Object[]);org.apache.geode.management.internal.cli.functions.DataCommandFunction$SelectMoveStep:exec();org.apache.geode.management.internal.cli.functions.DataCommandFunction$SelectExecStep:exec();org.apache.geode.management.internal.cli.functions.DataCommandFunction$SelectMoveStep:<init>(java.lang.Object[]);org.apache.geode.management.internal.cli.functions.DataCommandFunction$SelectExecStep:_select(java.lang.String);org.apache.geode.management.internal.cli.functions.DataCommandFunction$SelectQuitStep:exec();org.apache.geode.management.internal.cli.functions.DataCommandFunction$SelectDisplayStep:<init>(java.lang.Object[]);org.apache.geode.management.internal.cli.domain.DataCommandResult:pageResult(int,int,java.lang.String);org.apache.geode.management.internal.cli.commands.DataCommands:dataCommandsAvailable();org.apache.geode.management.internal.cli.functions.DataCommandFunction:getFetchSize();org.apache.geode.management.internal.cli.commands.DataCommands:query(java.lang.String,java.lang.String,boolean);org.apache.geode.management.internal.cli.functions.DataCommandFunction:getPageSize();org.apache.geode.management.internal.cli.domain.DataCommandResult:toSelectCommandResult()"
CVE-2012-0213,org.apache.poi:poi-scratchpad:3.6,"org.apache.poi.hwpf.model.UnhandledDataStructure:<init>(byte[],int,int)"
CVE-2021-28657,org.apache.tika:tika-parsers:1.24.1,org.apache.tika.parser.mp3.LyricsHandler:<init>(byte[])
CVE-2014-0119,org.apache.tomcat:tomcat-catalina:8.0.0-RC5,org.apache.catalina.session.StandardSession$PrivilegedSetTccl:<init>(java.lang.ClassLoader);org.apache.catalina.security.SecurityClassLoad:loadTomcatPackage(java.lang.ClassLoader);org.apache.catalina.security.SecurityClassLoad:loadSessionPackage(java.lang.ClassLoader);org.apache.catalina.session.StandardSession$PrivilegedSetTccl:run()
CVE-2018-10936,org.postgresql:postgresql:42.2.2,"org.postgresql.core.v3.QueryExecutorImpl:processNotifies(int);org.postgresql.core.v3.ConnectionFactoryImpl:enableSSL(org.postgresql.core.PGStream,boolean,java.util.Properties,int);org.postgresql.core.PGStream:hasMessagePending();org.postgresql.core.v3.ConnectionFactoryImpl:openConnectionImpl(org.postgresql.util.HostSpec[],java.lang.String,java.lang.String,java.util.Properties);org.postgresql.core.v3.ConnectionFactoryImpl:doAuthentication(org.postgresql.core.PGStream,java.lang.String,java.lang.String,java.util.Properties);org.postgresql.ssl.MakeSSL:convert(org.postgresql.core.PGStream,java.util.Properties)"
CVE-2017-15694,org.apache.geode:geode-core:1.7.0,"org.apache.geode.internal.ObjectInputStreamFilterWrapper:<init>(java.lang.String,java.util.Collection);org.apache.geode.internal.cache.DistTXState:setUpdatingTxStateDuringPreCommit(boolean);org.apache.geode.distributed.internal.ReplyMessage:send(org.apache.geode.distributed.internal.membership.InternalDistributedMember,int,org.apache.geode.distributed.internal.ReplyException,org.apache.geode.distributed.internal.ReplySender,boolean);org.apache.geode.internal.cache.persistence.PersistenceAdvisorImpl:getInitialImageAdvice(org.apache.geode.internal.cache.CacheDistributionAdvisor$InitialImageAdvice,boolean)"
CVE-2013-5679,org.owasp.esapi:esapi:2.0.1,"org.owasp.esapi.reference.crypto.JavaEncryptor:encrypt(javax.crypto.SecretKey,org.owasp.esapi.crypto.PlainText);org.owasp.esapi.reference.crypto.JavaEncryptor:decrypt(java.lang.String);org.owasp.esapi.reference.crypto.JavaEncryptor:encrypt(java.lang.String);org.owasp.esapi.crypto.CipherText:asPortableSerializedByteArray();org.owasp.esapi.crypto.CipherTextSerializer:convertToCipherText(byte[]);org.owasp.esapi.crypto.CipherText:validateMAC(javax.crypto.SecretKey)"
